Network Size,Total Steps,Average Reward
Medium (64-64-2),47628,161.0
Medium (64-64-2),47818,190.0
Medium (64-64-2),47843,25.0
Medium (64-64-2),47905,62.0
Medium (64-64-2),48031,126.0
Medium (64-64-2),48192,161.0
Medium (64-64-2),48385,193.0
Medium (64-64-2),48585,200.0
Medium (64-64-2),48785,200.0
Medium (64-64-2),48985,200.0
Medium (64-64-2),49185,200.0
Medium (64-64-2),49246,61.0
Medium (64-64-2),49433,187.0
Medium (64-64-2),49633,200.0
Medium (64-64-2),49695,62.0
Medium (64-64-2),49840,145.0
Medium (64-64-2),50019,179.0
Medium (64-64-2),50205,186.0
Medium (64-64-2),50292,87.0
Medium (64-64-2),50492,200.0
Medium (64-64-2),50692,200.0
Medium (64-64-2),50892,200.0
Medium (64-64-2),51092,200.0
Medium (64-64-2),51245,153.0
Medium (64-64-2),51370,125.0
Medium (64-64-2),51438,68.0
Medium (64-64-2),51594,156.0
Medium (64-64-2),51777,183.0
Medium (64-64-2),51857,80.0
Medium (64-64-2),52032,175.0
Medium (64-64-2),52163,131.0
Medium (64-64-2),52321,158.0
Medium (64-64-2),52469,148.0
Medium (64-64-2),52628,159.0
Medium (64-64-2),52653,25.0
Medium (64-64-2),52674,21.0
Medium (64-64-2),52874,200.0
Medium (64-64-2),53036,162.0
Medium (64-64-2),53236,200.0
Medium (64-64-2),53413,177.0
Medium (64-64-2),53571,158.0
Medium (64-64-2),53771,200.0
Medium (64-64-2),53971,200.0
Medium (64-64-2),53995,24.0
Medium (64-64-2),54195,200.0
Medium (64-64-2),54395,200.0
Medium (64-64-2),54595,200.0
Medium (64-64-2),54795,200.0
Medium (64-64-2),54913,118.0
Medium (64-64-2),55113,200.0
Medium (64-64-2),55208,95.0
Medium (64-64-2),55309,101.0
Medium (64-64-2),55423,114.0
Medium (64-64-2),55557,134.0
Medium (64-64-2),55728,171.0
Medium (64-64-2),55928,200.0
Medium (64-64-2),55991,63.0
Medium (64-64-2),56191,200.0
Medium (64-64-2),56391,200.0
Medium (64-64-2),56591,200.0
Medium (64-64-2),56791,200.0
Medium (64-64-2),56857,66.0
Medium (64-64-2),56982,125.0
Medium (64-64-2),57182,200.0
Medium (64-64-2),57277,95.0
Medium (64-64-2),57291,14.0
Medium (64-64-2),57463,172.0
Medium (64-64-2),57663,200.0
Medium (64-64-2),57677,14.0
Medium (64-64-2),57877,200.0
Medium (64-64-2),58038,161.0
Medium (64-64-2),58057,19.0
Medium (64-64-2),58257,200.0
Medium (64-64-2),58457,200.0
Medium (64-64-2),58657,200.0
Medium (64-64-2),58837,180.0
Medium (64-64-2),58879,42.0
Medium (64-64-2),59079,200.0
Medium (64-64-2),59239,160.0
Medium (64-64-2),59409,170.0
Medium (64-64-2),59562,153.0
Medium (64-64-2),59725,163.0
Medium (64-64-2),59890,165.0
Medium (64-64-2),59905,15.0
Medium (64-64-2),60105,200.0
Medium (64-64-2),60230,125.0
Medium (64-64-2),60430,200.0
Medium (64-64-2),60630,200.0
Medium (64-64-2),60830,200.0
Medium (64-64-2),61030,200.0
Medium (64-64-2),61230,200.0
Medium (64-64-2),61241,11.0
Medium (64-64-2),61441,200.0
Medium (64-64-2),61583,142.0
Medium (64-64-2),61753,170.0
Medium (64-64-2),61953,200.0
Medium (64-64-2),62153,200.0
Medium (64-64-2),62353,200.0
Medium (64-64-2),62553,200.0
Medium (64-64-2),62688,135.0
Medium (64-64-2),62888,200.0
Medium (64-64-2),63088,200.0
Medium (64-64-2),63288,200.0
Medium (64-64-2),63307,19.0
Medium (64-64-2),63362,55.0
Medium (64-64-2),63562,200.0
Medium (64-64-2),63608,46.0
Medium (64-64-2),63808,200.0
Medium (64-64-2),64008,200.0
Medium (64-64-2),64200,192.0
Medium (64-64-2),64393,193.0
Medium (64-64-2),64481,88.0
Medium (64-64-2),64567,86.0
Medium (64-64-2),64767,200.0
Medium (64-64-2),64948,181.0
Medium (64-64-2),65029,81.0
Medium (64-64-2),65189,160.0
Medium (64-64-2),65319,130.0
Medium (64-64-2),65420,101.0
Medium (64-64-2),65620,200.0
Medium (64-64-2),65820,200.0
Medium (64-64-2),65899,79.0
Medium (64-64-2),66099,200.0
Medium (64-64-2),66299,200.0
Medium (64-64-2),66499,200.0
Medium (64-64-2),66699,200.0
Medium (64-64-2),66899,200.0
Medium (64-64-2),67099,200.0
Medium (64-64-2),67299,200.0
Medium (64-64-2),67499,200.0
Medium (64-64-2),67699,200.0
Medium (64-64-2),67782,83.0
Medium (64-64-2),67952,170.0
Medium (64-64-2),68072,120.0
Medium (64-64-2),68226,154.0
Medium (64-64-2),68385,159.0
Medium (64-64-2),68438,53.0
Medium (64-64-2),68595,157.0
Medium (64-64-2),68737,142.0
Medium (64-64-2),68894,157.0
Medium (64-64-2),69094,200.0
Medium (64-64-2),69294,200.0
Medium (64-64-2),69494,200.0
Medium (64-64-2),69694,200.0
Medium (64-64-2),69894,200.0
Medium (64-64-2),70094,200.0
Medium (64-64-2),70150,56.0
Medium (64-64-2),70206,56.0
Medium (64-64-2),70406,200.0
Medium (64-64-2),70606,200.0
Medium (64-64-2),70806,200.0
Medium (64-64-2),71006,200.0
Medium (64-64-2),71081,75.0
Medium (64-64-2),71281,200.0
Medium (64-64-2),71481,200.0
Medium (64-64-2),71681,200.0
Medium (64-64-2),71860,179.0
Medium (64-64-2),72060,200.0
Medium (64-64-2),72260,200.0
Medium (64-64-2),72460,200.0
Medium (64-64-2),72515,55.0
Medium (64-64-2),72687,172.0
Medium (64-64-2),72859,172.0
Medium (64-64-2),72882,23.0
Medium (64-64-2),72895,13.0
Medium (64-64-2),72906,11.0
Medium (64-64-2),73106,200.0
Medium (64-64-2),73306,200.0
Medium (64-64-2),73506,200.0
Medium (64-64-2),73580,74.0
Medium (64-64-2),73780,200.0
Medium (64-64-2),73980,200.0
Medium (64-64-2),74180,200.0
Medium (64-64-2),74380,200.0
Medium (64-64-2),74580,200.0
Medium (64-64-2),74780,200.0
Medium (64-64-2),74801,21.0
Medium (64-64-2),75001,200.0
Medium (64-64-2),75201,200.0
Medium (64-64-2),75401,200.0
Medium (64-64-2),75601,200.0
Medium (64-64-2),75801,200.0
Medium (64-64-2),76001,200.0
Medium (64-64-2),76201,200.0
Medium (64-64-2),76222,21.0
Medium (64-64-2),76422,200.0
Medium (64-64-2),76533,111.0
Medium (64-64-2),76733,200.0
Medium (64-64-2),76925,192.0
Medium (64-64-2),77125,200.0
Medium (64-64-2),77325,200.0
Medium (64-64-2),77525,200.0
Medium (64-64-2),77725,200.0
Medium (64-64-2),77857,132.0
Medium (64-64-2),78057,200.0
Medium (64-64-2),78257,200.0
Medium (64-64-2),78457,200.0
Medium (64-64-2),78503,46.0
Medium (64-64-2),78533,30.0
Medium (64-64-2),78654,121.0
Medium (64-64-2),78715,61.0
Medium (64-64-2),78904,189.0
Medium (64-64-2),79086,182.0
Medium (64-64-2),79231,145.0
Medium (64-64-2),79373,142.0
Medium (64-64-2),79385,12.0
Medium (64-64-2),79403,18.0
Medium (64-64-2),79419,16.0
Medium (64-64-2),79432,13.0
Medium (64-64-2),79583,151.0
Medium (64-64-2),79783,200.0
Medium (64-64-2),79983,200.0
Medium (64-64-2),80183,200.0
Medium (64-64-2),80382,199.0
Medium (64-64-2),80479,97.0
Medium (64-64-2),80679,200.0
Medium (64-64-2),80879,200.0
Medium (64-64-2),81079,200.0
Medium (64-64-2),81279,200.0
Medium (64-64-2),81479,200.0
Medium (64-64-2),81679,200.0
Medium (64-64-2),81879,200.0
Medium (64-64-2),82079,200.0
Medium (64-64-2),82249,170.0
Medium (64-64-2),82391,142.0
Medium (64-64-2),82531,140.0
Medium (64-64-2),82563,32.0
Medium (64-64-2),82719,156.0
Medium (64-64-2),82872,153.0
Medium (64-64-2),83051,179.0
Medium (64-64-2),83226,175.0
Medium (64-64-2),83407,181.0
Medium (64-64-2),83583,176.0
Medium (64-64-2),83742,159.0
Medium (64-64-2),83875,133.0
Medium (64-64-2),84016,141.0
Medium (64-64-2),84153,137.0
Medium (64-64-2),84176,23.0
Medium (64-64-2),84363,187.0
Medium (64-64-2),84539,176.0
Medium (64-64-2),84701,162.0
Medium (64-64-2),84824,123.0
Medium (64-64-2),84997,173.0
Medium (64-64-2),85161,164.0
Medium (64-64-2),85183,22.0
Medium (64-64-2),85367,184.0
Medium (64-64-2),85567,200.0
Medium (64-64-2),85767,200.0
Medium (64-64-2),85842,75.0
Medium (64-64-2),86042,200.0
Medium (64-64-2),86242,200.0
Medium (64-64-2),86442,200.0
Medium (64-64-2),86506,64.0
Medium (64-64-2),86685,179.0
Medium (64-64-2),86848,163.0
Medium (64-64-2),86971,123.0
Medium (64-64-2),87141,170.0
Medium (64-64-2),87163,22.0
Medium (64-64-2),87238,75.0
Medium (64-64-2),87377,139.0
Medium (64-64-2),87450,73.0
Medium (64-64-2),87469,19.0
Medium (64-64-2),87484,15.0
Medium (64-64-2),87684,200.0
Medium (64-64-2),87884,200.0
Medium (64-64-2),88084,200.0
Medium (64-64-2),88284,200.0
Medium (64-64-2),88484,200.0
Medium (64-64-2),88517,33.0
Medium (64-64-2),88705,188.0
Medium (64-64-2),88905,200.0
Medium (64-64-2),88975,70.0
Medium (64-64-2),89175,200.0
Medium (64-64-2),89375,200.0
Medium (64-64-2),89575,200.0
Medium (64-64-2),89775,200.0
Medium (64-64-2),89975,200.0
Medium (64-64-2),90078,103.0
Medium (64-64-2),90278,200.0
Medium (64-64-2),90478,200.0
Medium (64-64-2),90678,200.0
Medium (64-64-2),90709,31.0
Medium (64-64-2),90909,200.0
Medium (64-64-2),91109,200.0
Medium (64-64-2),91309,200.0
Medium (64-64-2),91360,51.0
Medium (64-64-2),91560,200.0
Medium (64-64-2),91760,200.0
Medium (64-64-2),91960,200.0
Medium (64-64-2),92160,200.0
Medium (64-64-2),92355,195.0
Medium (64-64-2),92555,200.0
Medium (64-64-2),92755,200.0
Medium (64-64-2),92947,192.0
Medium (64-64-2),93135,188.0
Medium (64-64-2),93332,197.0
Medium (64-64-2),93531,199.0
Medium (64-64-2),93720,189.0
Medium (64-64-2),93735,15.0
Medium (64-64-2),93935,200.0
Medium (64-64-2),94135,200.0
Medium (64-64-2),94335,200.0
Medium (64-64-2),94535,200.0
Medium (64-64-2),94735,200.0
Medium (64-64-2),94935,200.0
Medium (64-64-2),95094,159.0
Medium (64-64-2),95294,200.0
Medium (64-64-2),95494,200.0
Medium (64-64-2),95694,200.0
Medium (64-64-2),95894,200.0
Medium (64-64-2),96094,200.0
Medium (64-64-2),96294,200.0
Medium (64-64-2),96494,200.0
Medium (64-64-2),96623,129.0
Medium (64-64-2),96823,200.0
Medium (64-64-2),96982,159.0
Medium (64-64-2),97182,200.0
Medium (64-64-2),97382,200.0
Medium (64-64-2),97531,149.0
Medium (64-64-2),97731,200.0
Medium (64-64-2),97931,200.0
Medium (64-64-2),98131,200.0
Medium (64-64-2),98331,200.0
Medium (64-64-2),98358,27.0
Medium (64-64-2),98558,200.0
Medium (64-64-2),98748,190.0
Medium (64-64-2),98948,200.0
Medium (64-64-2),99148,200.0
Medium (64-64-2),99348,200.0
Medium (64-64-2),99548,200.0
Medium (64-64-2),99748,200.0
Medium (64-64-2),99948,200.0
Medium (64-64-2),100000,52.0
Medium (64-64-2),12,12.0
Medium (64-64-2),46,34.0
Medium (64-64-2),63,17.0
Medium (64-64-2),83,20.0
Medium (64-64-2),95,12.0
Medium (64-64-2),125,30.0
Medium (64-64-2),152,27.0
Medium (64-64-2),182,30.0
Medium (64-64-2),207,25.0
Medium (64-64-2),220,13.0
Medium (64-64-2),247,27.0
Medium (64-64-2),256,9.0
Medium (64-64-2),276,20.0
Medium (64-64-2),295,19.0
Medium (64-64-2),309,14.0
Medium (64-64-2),331,22.0
Medium (64-64-2),345,14.0
Medium (64-64-2),357,12.0
Medium (64-64-2),369,12.0
Medium (64-64-2),392,23.0
Medium (64-64-2),405,13.0
Medium (64-64-2),432,27.0
Medium (64-64-2),464,32.0
Medium (64-64-2),477,13.0
Medium (64-64-2),517,40.0
Medium (64-64-2),530,13.0
Medium (64-64-2),552,22.0
Medium (64-64-2),571,19.0
Medium (64-64-2),591,20.0
Medium (64-64-2),601,10.0
Medium (64-64-2),633,32.0
Medium (64-64-2),653,20.0
Medium (64-64-2),673,20.0
Medium (64-64-2),688,15.0
Medium (64-64-2),728,40.0
Medium (64-64-2),758,30.0
Medium (64-64-2),772,14.0
Medium (64-64-2),782,10.0
Medium (64-64-2),814,32.0
Medium (64-64-2),832,18.0
Medium (64-64-2),842,10.0
Medium (64-64-2),853,11.0
Medium (64-64-2),871,18.0
Medium (64-64-2),891,20.0
Medium (64-64-2),915,24.0
Medium (64-64-2),926,11.0
Medium (64-64-2),972,46.0
Medium (64-64-2),1007,35.0
Medium (64-64-2),1045,38.0
Medium (64-64-2),1061,16.0
Medium (64-64-2),1089,28.0
Medium (64-64-2),1113,24.0
Medium (64-64-2),1131,18.0
Medium (64-64-2),1165,34.0
Medium (64-64-2),1177,12.0
Medium (64-64-2),1196,19.0
Medium (64-64-2),1213,17.0
Medium (64-64-2),1226,13.0
Medium (64-64-2),1238,12.0
Medium (64-64-2),1247,9.0
Medium (64-64-2),1264,17.0
Medium (64-64-2),1279,15.0
Medium (64-64-2),1289,10.0
Medium (64-64-2),1324,35.0
Medium (64-64-2),1341,17.0
Medium (64-64-2),1368,27.0
Medium (64-64-2),1394,26.0
Medium (64-64-2),1435,41.0
Medium (64-64-2),1452,17.0
Medium (64-64-2),1473,21.0
Medium (64-64-2),1497,24.0
Medium (64-64-2),1509,12.0
Medium (64-64-2),1522,13.0
Medium (64-64-2),1547,25.0
Medium (64-64-2),1570,23.0
Medium (64-64-2),1599,29.0
Medium (64-64-2),1621,22.0
Medium (64-64-2),1645,24.0
Medium (64-64-2),1666,21.0
Medium (64-64-2),1677,11.0
Medium (64-64-2),1711,34.0
Medium (64-64-2),1747,36.0
Medium (64-64-2),1768,21.0
Medium (64-64-2),1803,35.0
Medium (64-64-2),1855,52.0
Medium (64-64-2),1875,20.0
Medium (64-64-2),1892,17.0
Medium (64-64-2),1906,14.0
Medium (64-64-2),1922,16.0
Medium (64-64-2),1951,29.0
Medium (64-64-2),1972,21.0
Medium (64-64-2),2014,42.0
Medium (64-64-2),2028,14.0
Medium (64-64-2),2058,30.0
Medium (64-64-2),2076,18.0
Medium (64-64-2),2092,16.0
Medium (64-64-2),2109,17.0
Medium (64-64-2),2126,17.0
Medium (64-64-2),2146,20.0
Medium (64-64-2),2159,13.0
Medium (64-64-2),2187,28.0
Medium (64-64-2),2198,11.0
Medium (64-64-2),2207,9.0
Medium (64-64-2),2231,24.0
Medium (64-64-2),2241,10.0
Medium (64-64-2),2273,32.0
Medium (64-64-2),2297,24.0
Medium (64-64-2),2314,17.0
Medium (64-64-2),2365,51.0
Medium (64-64-2),2413,48.0
Medium (64-64-2),2427,14.0
Medium (64-64-2),2445,18.0
Medium (64-64-2),2484,39.0
Medium (64-64-2),2504,20.0
Medium (64-64-2),2520,16.0
Medium (64-64-2),2540,20.0
Medium (64-64-2),2565,25.0
Medium (64-64-2),2583,18.0
Medium (64-64-2),2603,20.0
Medium (64-64-2),2614,11.0
Medium (64-64-2),2672,58.0
Medium (64-64-2),2683,11.0
Medium (64-64-2),2693,10.0
Medium (64-64-2),2706,13.0
Medium (64-64-2),2728,22.0
Medium (64-64-2),2740,12.0
Medium (64-64-2),2762,22.0
Medium (64-64-2),2778,16.0
Medium (64-64-2),2828,50.0
Medium (64-64-2),2838,10.0
Medium (64-64-2),2852,14.0
Medium (64-64-2),2875,23.0
Medium (64-64-2),2905,30.0
Medium (64-64-2),2926,21.0
Medium (64-64-2),2940,14.0
Medium (64-64-2),2951,11.0
Medium (64-64-2),2993,42.0
Medium (64-64-2),3003,10.0
Medium (64-64-2),3028,25.0
Medium (64-64-2),3041,13.0
Medium (64-64-2),3052,11.0
Medium (64-64-2),3067,15.0
Medium (64-64-2),3096,29.0
Medium (64-64-2),3114,18.0
Medium (64-64-2),3134,20.0
Medium (64-64-2),3147,13.0
Medium (64-64-2),3160,13.0
Medium (64-64-2),3181,21.0
Medium (64-64-2),3200,19.0
Medium (64-64-2),3215,15.0
Medium (64-64-2),3230,15.0
Medium (64-64-2),3242,12.0
Medium (64-64-2),3262,20.0
Medium (64-64-2),3278,16.0
Medium (64-64-2),3303,25.0
Medium (64-64-2),3315,12.0
Medium (64-64-2),3340,25.0
Medium (64-64-2),3410,70.0
Medium (64-64-2),3423,13.0
Medium (64-64-2),3478,55.0
Medium (64-64-2),3498,20.0
Medium (64-64-2),3515,17.0
Medium (64-64-2),3562,47.0
Medium (64-64-2),3623,61.0
Medium (64-64-2),3669,46.0
Medium (64-64-2),3681,12.0
Medium (64-64-2),3714,33.0
Medium (64-64-2),3745,31.0
Medium (64-64-2),3804,59.0
Medium (64-64-2),3919,115.0
Medium (64-64-2),3938,19.0
Medium (64-64-2),3980,42.0
Medium (64-64-2),3993,13.0
Medium (64-64-2),4026,33.0
Medium (64-64-2),4037,11.0
Medium (64-64-2),4066,29.0
Medium (64-64-2),4083,17.0
Medium (64-64-2),4102,19.0
Medium (64-64-2),4137,35.0
Medium (64-64-2),4155,18.0
Medium (64-64-2),4179,24.0
Medium (64-64-2),4205,26.0
Medium (64-64-2),4233,28.0
Medium (64-64-2),4283,50.0
Medium (64-64-2),4329,46.0
Medium (64-64-2),4356,27.0
Medium (64-64-2),4397,41.0
Medium (64-64-2),4425,28.0
Medium (64-64-2),4446,21.0
Medium (64-64-2),4458,12.0
Medium (64-64-2),4469,11.0
Medium (64-64-2),4506,37.0
Medium (64-64-2),4570,64.0
Medium (64-64-2),4586,16.0
Medium (64-64-2),4598,12.0
Medium (64-64-2),4662,64.0
Medium (64-64-2),4694,32.0
Medium (64-64-2),4722,28.0
Medium (64-64-2),4740,18.0
Medium (64-64-2),4754,14.0
Medium (64-64-2),4770,16.0
Medium (64-64-2),4793,23.0
Medium (64-64-2),4805,12.0
Medium (64-64-2),4815,10.0
Medium (64-64-2),4863,48.0
Medium (64-64-2),4874,11.0
Medium (64-64-2),4904,30.0
Medium (64-64-2),4967,63.0
Medium (64-64-2),5015,48.0
Medium (64-64-2),5033,18.0
Medium (64-64-2),5050,17.0
Medium (64-64-2),5134,84.0
Medium (64-64-2),5179,45.0
Medium (64-64-2),5230,51.0
Medium (64-64-2),5242,12.0
Medium (64-64-2),5278,36.0
Medium (64-64-2),5306,28.0
Medium (64-64-2),5338,32.0
Medium (64-64-2),5369,31.0
Medium (64-64-2),5392,23.0
Medium (64-64-2),5428,36.0
Medium (64-64-2),5484,56.0
Medium (64-64-2),5506,22.0
Medium (64-64-2),5521,15.0
Medium (64-64-2),5535,14.0
Medium (64-64-2),5564,29.0
Medium (64-64-2),5622,58.0
Medium (64-64-2),5641,19.0
Medium (64-64-2),5684,43.0
Medium (64-64-2),5821,137.0
Medium (64-64-2),5833,12.0
Medium (64-64-2),5844,11.0
Medium (64-64-2),5859,15.0
Medium (64-64-2),5870,11.0
Medium (64-64-2),5895,25.0
Medium (64-64-2),5923,28.0
Medium (64-64-2),5952,29.0
Medium (64-64-2),6049,97.0
Medium (64-64-2),6072,23.0
Medium (64-64-2),6089,17.0
Medium (64-64-2),6110,21.0
Medium (64-64-2),6192,82.0
Medium (64-64-2),6204,12.0
Medium (64-64-2),6222,18.0
Medium (64-64-2),6269,47.0
Medium (64-64-2),6321,52.0
Medium (64-64-2),6353,32.0
Medium (64-64-2),6372,19.0
Medium (64-64-2),6401,29.0
Medium (64-64-2),6436,35.0
Medium (64-64-2),6465,29.0
Medium (64-64-2),6477,12.0
Medium (64-64-2),6520,43.0
Medium (64-64-2),6537,17.0
Medium (64-64-2),6594,57.0
Medium (64-64-2),6624,30.0
Medium (64-64-2),6650,26.0
Medium (64-64-2),6699,49.0
Medium (64-64-2),6730,31.0
Medium (64-64-2),6778,48.0
Medium (64-64-2),6821,43.0
Medium (64-64-2),6836,15.0
Medium (64-64-2),6858,22.0
Medium (64-64-2),6902,44.0
Medium (64-64-2),6926,24.0
Medium (64-64-2),6955,29.0
Medium (64-64-2),6967,12.0
Medium (64-64-2),6985,18.0
Medium (64-64-2),6999,14.0
Medium (64-64-2),7034,35.0
Medium (64-64-2),7048,14.0
Medium (64-64-2),7068,20.0
Medium (64-64-2),7084,16.0
Medium (64-64-2),7104,20.0
Medium (64-64-2),7146,42.0
Medium (64-64-2),7184,38.0
Medium (64-64-2),7278,94.0
Medium (64-64-2),7319,41.0
Medium (64-64-2),7348,29.0
Medium (64-64-2),7361,13.0
Medium (64-64-2),7379,18.0
Medium (64-64-2),7423,44.0
Medium (64-64-2),7483,60.0
Medium (64-64-2),7516,33.0
Medium (64-64-2),7545,29.0
Medium (64-64-2),7578,33.0
Medium (64-64-2),7595,17.0
Medium (64-64-2),7627,32.0
Medium (64-64-2),7683,56.0
Medium (64-64-2),7749,66.0
Medium (64-64-2),7768,19.0
Medium (64-64-2),7794,26.0
Medium (64-64-2),7846,52.0
Medium (64-64-2),7899,53.0
Medium (64-64-2),7962,63.0
Medium (64-64-2),7979,17.0
Medium (64-64-2),8000,21.0
Medium (64-64-2),8051,51.0
Medium (64-64-2),8175,124.0
Medium (64-64-2),8203,28.0
Medium (64-64-2),8244,41.0
Medium (64-64-2),8304,60.0
Medium (64-64-2),8346,42.0
Medium (64-64-2),8362,16.0
Medium (64-64-2),8386,24.0
Medium (64-64-2),8406,20.0
Medium (64-64-2),8421,15.0
Medium (64-64-2),8478,57.0
Medium (64-64-2),8523,45.0
Medium (64-64-2),8531,8.0
Medium (64-64-2),8554,23.0
Medium (64-64-2),8583,29.0
Medium (64-64-2),8602,19.0
Medium (64-64-2),8618,16.0
Medium (64-64-2),8670,52.0
Medium (64-64-2),8710,40.0
Medium (64-64-2),8763,53.0
Medium (64-64-2),8855,92.0
Medium (64-64-2),8883,28.0
Medium (64-64-2),8921,38.0
Medium (64-64-2),9009,88.0
Medium (64-64-2),9024,15.0
Medium (64-64-2),9046,22.0
Medium (64-64-2),9098,52.0
Medium (64-64-2),9112,14.0
Medium (64-64-2),9138,26.0
Medium (64-64-2),9162,24.0
Medium (64-64-2),9216,54.0
Medium (64-64-2),9239,23.0
Medium (64-64-2),9275,36.0
Medium (64-64-2),9298,23.0
Medium (64-64-2),9307,9.0
Medium (64-64-2),9371,64.0
Medium (64-64-2),9405,34.0
Medium (64-64-2),9430,25.0
Medium (64-64-2),9466,36.0
Medium (64-64-2),9529,63.0
Medium (64-64-2),9586,57.0
Medium (64-64-2),9612,26.0
Medium (64-64-2),9644,32.0
Medium (64-64-2),9660,16.0
Medium (64-64-2),9676,16.0
Medium (64-64-2),9697,21.0
Medium (64-64-2),9725,28.0
Medium (64-64-2),9783,58.0
Medium (64-64-2),9807,24.0
Medium (64-64-2),9870,63.0
Medium (64-64-2),9908,38.0
Medium (64-64-2),9929,21.0
Medium (64-64-2),9954,25.0
Medium (64-64-2),9998,44.0
Medium (64-64-2),10027,29.0
Medium (64-64-2),10041,14.0
Medium (64-64-2),10062,21.0
Medium (64-64-2),10091,29.0
Medium (64-64-2),10140,49.0
Medium (64-64-2),10172,32.0
Medium (64-64-2),10202,30.0
Medium (64-64-2),10240,38.0
Medium (64-64-2),10250,10.0
Medium (64-64-2),10281,31.0
Medium (64-64-2),10303,22.0
Medium (64-64-2),10383,80.0
Medium (64-64-2),10415,32.0
Medium (64-64-2),10450,35.0
Medium (64-64-2),10526,76.0
Medium (64-64-2),10564,38.0
Medium (64-64-2),10595,31.0
Medium (64-64-2),10639,44.0
Medium (64-64-2),10699,60.0
Medium (64-64-2),10714,15.0
Medium (64-64-2),10739,25.0
Medium (64-64-2),10779,40.0
Medium (64-64-2),10839,60.0
Medium (64-64-2),10942,103.0
Medium (64-64-2),10954,12.0
Medium (64-64-2),10978,24.0
Medium (64-64-2),10989,11.0
Medium (64-64-2),11023,34.0
Medium (64-64-2),11066,43.0
Medium (64-64-2),11103,37.0
Medium (64-64-2),11125,22.0
Medium (64-64-2),11153,28.0
Medium (64-64-2),11186,33.0
Medium (64-64-2),11201,15.0
Medium (64-64-2),11230,29.0
Medium (64-64-2),11284,54.0
Medium (64-64-2),11305,21.0
Medium (64-64-2),11341,36.0
Medium (64-64-2),11373,32.0
Medium (64-64-2),11442,69.0
Medium (64-64-2),11484,42.0
Medium (64-64-2),11552,68.0
Medium (64-64-2),11572,20.0
Medium (64-64-2),11585,13.0
Medium (64-64-2),11599,14.0
Medium (64-64-2),11648,49.0
Medium (64-64-2),11666,18.0
Medium (64-64-2),11699,33.0
Medium (64-64-2),11743,44.0
Medium (64-64-2),11777,34.0
Medium (64-64-2),11824,47.0
Medium (64-64-2),12024,200.0
Medium (64-64-2),12050,26.0
Medium (64-64-2),12092,42.0
Medium (64-64-2),12171,79.0
Medium (64-64-2),12202,31.0
Medium (64-64-2),12254,52.0
Medium (64-64-2),12298,44.0
Medium (64-64-2),12318,20.0
Medium (64-64-2),12505,187.0
Medium (64-64-2),12595,90.0
Medium (64-64-2),12621,26.0
Medium (64-64-2),12666,45.0
Medium (64-64-2),12687,21.0
Medium (64-64-2),12801,114.0
Medium (64-64-2),12821,20.0
Medium (64-64-2),12843,22.0
Medium (64-64-2),12937,94.0
Medium (64-64-2),12990,53.0
Medium (64-64-2),13029,39.0
Medium (64-64-2),13081,52.0
Medium (64-64-2),13134,53.0
Medium (64-64-2),13159,25.0
Medium (64-64-2),13181,22.0
Medium (64-64-2),13215,34.0
Medium (64-64-2),13226,11.0
Medium (64-64-2),13274,48.0
Medium (64-64-2),13296,22.0
Medium (64-64-2),13336,40.0
Medium (64-64-2),13363,27.0
Medium (64-64-2),13398,35.0
Medium (64-64-2),13414,16.0
Medium (64-64-2),13520,106.0
Medium (64-64-2),13544,24.0
Medium (64-64-2),13567,23.0
Medium (64-64-2),13610,43.0
Medium (64-64-2),13637,27.0
Medium (64-64-2),13655,18.0
Medium (64-64-2),13712,57.0
Medium (64-64-2),13724,12.0
Medium (64-64-2),13736,12.0
Medium (64-64-2),13759,23.0
Medium (64-64-2),13806,47.0
Medium (64-64-2),13835,29.0
Medium (64-64-2),13873,38.0
Medium (64-64-2),13960,87.0
Medium (64-64-2),14010,50.0
Medium (64-64-2),14047,37.0
Medium (64-64-2),14155,108.0
Medium (64-64-2),14182,27.0
Medium (64-64-2),14212,30.0
Medium (64-64-2),14268,56.0
Medium (64-64-2),14292,24.0
Medium (64-64-2),14311,19.0
Medium (64-64-2),14361,50.0
Medium (64-64-2),14414,53.0
Medium (64-64-2),14462,48.0
Medium (64-64-2),14546,84.0
Medium (64-64-2),14564,18.0
Medium (64-64-2),14587,23.0
Medium (64-64-2),14654,67.0
Medium (64-64-2),14717,63.0
Medium (64-64-2),14836,119.0
Medium (64-64-2),14878,42.0
Medium (64-64-2),14968,90.0
Medium (64-64-2),15044,76.0
Medium (64-64-2),15091,47.0
Medium (64-64-2),15111,20.0
Medium (64-64-2),15185,74.0
Medium (64-64-2),15210,25.0
Medium (64-64-2),15268,58.0
Medium (64-64-2),15304,36.0
Medium (64-64-2),15326,22.0
Medium (64-64-2),15386,60.0
Medium (64-64-2),15432,46.0
Medium (64-64-2),15470,38.0
Medium (64-64-2),15506,36.0
Medium (64-64-2),15523,17.0
Medium (64-64-2),15723,200.0
Medium (64-64-2),15746,23.0
Medium (64-64-2),15784,38.0
Medium (64-64-2),15909,125.0
Medium (64-64-2),16043,134.0
Medium (64-64-2),16073,30.0
Medium (64-64-2),16094,21.0
Medium (64-64-2),16119,25.0
Medium (64-64-2),16282,163.0
Medium (64-64-2),16302,20.0
Medium (64-64-2),16338,36.0
Medium (64-64-2),16469,131.0
Medium (64-64-2),16496,27.0
