Network Size,Total Steps,Average Reward
Medium (64-64-2),16633,137.0
Medium (64-64-2),16692,59.0
Medium (64-64-2),16712,20.0
Medium (64-64-2),16742,30.0
Medium (64-64-2),16942,200.0
Medium (64-64-2),17137,195.0
Medium (64-64-2),17187,50.0
Medium (64-64-2),17203,16.0
Medium (64-64-2),17227,24.0
Medium (64-64-2),17250,23.0
Medium (64-64-2),17289,39.0
Medium (64-64-2),17404,115.0
Medium (64-64-2),17447,43.0
Medium (64-64-2),17459,12.0
Medium (64-64-2),17487,28.0
Medium (64-64-2),17541,54.0
Medium (64-64-2),17711,170.0
Medium (64-64-2),17797,86.0
Medium (64-64-2),17819,22.0
Medium (64-64-2),17892,73.0
Medium (64-64-2),18005,113.0
Medium (64-64-2),18121,116.0
Medium (64-64-2),18145,24.0
Medium (64-64-2),18165,20.0
Medium (64-64-2),18240,75.0
Medium (64-64-2),18323,83.0
Medium (64-64-2),18344,21.0
Medium (64-64-2),18397,53.0
Medium (64-64-2),18433,36.0
Medium (64-64-2),18444,11.0
Medium (64-64-2),18513,69.0
Medium (64-64-2),18667,154.0
Medium (64-64-2),18695,28.0
Medium (64-64-2),18804,109.0
Medium (64-64-2),19004,200.0
Medium (64-64-2),19017,13.0
Medium (64-64-2),19194,177.0
Medium (64-64-2),19225,31.0
Medium (64-64-2),19287,62.0
Medium (64-64-2),19424,137.0
Medium (64-64-2),19439,15.0
Medium (64-64-2),19465,26.0
Medium (64-64-2),19502,37.0
Medium (64-64-2),19600,98.0
Medium (64-64-2),19640,40.0
Medium (64-64-2),19681,41.0
Medium (64-64-2),19718,37.0
Medium (64-64-2),19740,22.0
Medium (64-64-2),19761,21.0
Medium (64-64-2),19792,31.0
Medium (64-64-2),19832,40.0
Medium (64-64-2),19934,102.0
Medium (64-64-2),20002,68.0
Medium (64-64-2),20104,102.0
Medium (64-64-2),20133,29.0
Medium (64-64-2),20225,92.0
Medium (64-64-2),20290,65.0
Medium (64-64-2),20431,141.0
Medium (64-64-2),20567,136.0
Medium (64-64-2),20644,77.0
Medium (64-64-2),20678,34.0
Medium (64-64-2),20806,128.0
Medium (64-64-2),20831,25.0
Medium (64-64-2),20867,36.0
Medium (64-64-2),20987,120.0
Medium (64-64-2),21030,43.0
Medium (64-64-2),21044,14.0
Medium (64-64-2),21244,200.0
Medium (64-64-2),21281,37.0
Medium (64-64-2),21307,26.0
Medium (64-64-2),21466,159.0
Medium (64-64-2),21538,72.0
Medium (64-64-2),21655,117.0
Medium (64-64-2),21677,22.0
Medium (64-64-2),21712,35.0
Medium (64-64-2),21867,155.0
Medium (64-64-2),21905,38.0
Medium (64-64-2),21922,17.0
Medium (64-64-2),22065,143.0
Medium (64-64-2),22224,159.0
Medium (64-64-2),22295,71.0
Medium (64-64-2),22416,121.0
Medium (64-64-2),22441,25.0
Medium (64-64-2),22567,126.0
Medium (64-64-2),22606,39.0
Medium (64-64-2),22626,20.0
Medium (64-64-2),22826,200.0
Medium (64-64-2),22958,132.0
Medium (64-64-2),22998,40.0
Medium (64-64-2),23020,22.0
Medium (64-64-2),23038,18.0
Medium (64-64-2),23143,105.0
Medium (64-64-2),23276,133.0
Medium (64-64-2),23476,200.0
Medium (64-64-2),23498,22.0
Medium (64-64-2),23513,15.0
Medium (64-64-2),23565,52.0
Medium (64-64-2),23684,119.0
Medium (64-64-2),23741,57.0
Medium (64-64-2),23839,98.0
Medium (64-64-2),23911,72.0
Medium (64-64-2),23925,14.0
Medium (64-64-2),23941,16.0
Medium (64-64-2),23994,53.0
Medium (64-64-2),24137,143.0
Medium (64-64-2),24167,30.0
Medium (64-64-2),24214,47.0
Medium (64-64-2),24409,195.0
Medium (64-64-2),24588,179.0
Medium (64-64-2),24627,39.0
Medium (64-64-2),24662,35.0
Medium (64-64-2),24690,28.0
Medium (64-64-2),24723,33.0
Medium (64-64-2),24787,64.0
Medium (64-64-2),24836,49.0
Medium (64-64-2),24904,68.0
Medium (64-64-2),25086,182.0
Medium (64-64-2),25178,92.0
Medium (64-64-2),25195,17.0
Medium (64-64-2),25250,55.0
Medium (64-64-2),25395,145.0
Medium (64-64-2),25492,97.0
Medium (64-64-2),25574,82.0
Medium (64-64-2),25664,90.0
Medium (64-64-2),25814,150.0
Medium (64-64-2),25963,149.0
Medium (64-64-2),26052,89.0
Medium (64-64-2),26163,111.0
Medium (64-64-2),26280,117.0
Medium (64-64-2),26322,42.0
Medium (64-64-2),26360,38.0
Medium (64-64-2),26406,46.0
Medium (64-64-2),26452,46.0
Medium (64-64-2),26479,27.0
Medium (64-64-2),26679,200.0
Medium (64-64-2),26719,40.0
Medium (64-64-2),26731,12.0
Medium (64-64-2),26847,116.0
Medium (64-64-2),26969,122.0
Medium (64-64-2),27027,58.0
Medium (64-64-2),27082,55.0
Medium (64-64-2),27219,137.0
Medium (64-64-2),27256,37.0
Medium (64-64-2),27456,200.0
Medium (64-64-2),27528,72.0
Medium (64-64-2),27546,18.0
Medium (64-64-2),27661,115.0
Medium (64-64-2),27861,200.0
Medium (64-64-2),27913,52.0
Medium (64-64-2),27943,30.0
Medium (64-64-2),28019,76.0
Medium (64-64-2),28088,69.0
Medium (64-64-2),28170,82.0
Medium (64-64-2),28311,141.0
Medium (64-64-2),28499,188.0
Medium (64-64-2),28519,20.0
Medium (64-64-2),28675,156.0
Medium (64-64-2),28707,32.0
Medium (64-64-2),28865,158.0
Medium (64-64-2),28983,118.0
Medium (64-64-2),29030,47.0
Medium (64-64-2),29230,200.0
Medium (64-64-2),29430,200.0
Medium (64-64-2),29470,40.0
Medium (64-64-2),29606,136.0
Medium (64-64-2),29796,190.0
Medium (64-64-2),29809,13.0
Medium (64-64-2),29838,29.0
Medium (64-64-2),29903,65.0
Medium (64-64-2),29926,23.0
Medium (64-64-2),29952,26.0
Medium (64-64-2),30152,200.0
Medium (64-64-2),30187,35.0
Medium (64-64-2),30208,21.0
Medium (64-64-2),30384,176.0
Medium (64-64-2),30485,101.0
Medium (64-64-2),30539,54.0
Medium (64-64-2),30579,40.0
Medium (64-64-2),30697,118.0
Medium (64-64-2),30897,200.0
Medium (64-64-2),30933,36.0
Medium (64-64-2),31050,117.0
Medium (64-64-2),31249,199.0
Medium (64-64-2),31325,76.0
Medium (64-64-2),31489,164.0
Medium (64-64-2),31623,134.0
Medium (64-64-2),31739,116.0
Medium (64-64-2),31761,22.0
Medium (64-64-2),31829,68.0
Medium (64-64-2),31841,12.0
Medium (64-64-2),31915,74.0
Medium (64-64-2),31992,77.0
Medium (64-64-2),32119,127.0
Medium (64-64-2),32319,200.0
Medium (64-64-2),32519,200.0
Medium (64-64-2),32668,149.0
Medium (64-64-2),32796,128.0
Medium (64-64-2),32951,155.0
Medium (64-64-2),32979,28.0
Medium (64-64-2),33049,70.0
Medium (64-64-2),33073,24.0
Medium (64-64-2),33119,46.0
Medium (64-64-2),33183,64.0
Medium (64-64-2),33298,115.0
Medium (64-64-2),33409,111.0
Medium (64-64-2),33488,79.0
Medium (64-64-2),33620,132.0
Medium (64-64-2),33653,33.0
Medium (64-64-2),33725,72.0
Medium (64-64-2),33925,200.0
Medium (64-64-2),34064,139.0
Medium (64-64-2),34221,157.0
Medium (64-64-2),34320,99.0
Medium (64-64-2),34520,200.0
Medium (64-64-2),34684,164.0
Medium (64-64-2),34765,81.0
Medium (64-64-2),34827,62.0
Medium (64-64-2),35027,200.0
Medium (64-64-2),35227,200.0
Medium (64-64-2),35344,117.0
Medium (64-64-2),35544,200.0
Medium (64-64-2),35744,200.0
Medium (64-64-2),35944,200.0
Medium (64-64-2),36144,200.0
Medium (64-64-2),36157,13.0
Medium (64-64-2),36181,24.0
Medium (64-64-2),36206,25.0
Medium (64-64-2),36340,134.0
Medium (64-64-2),36397,57.0
Medium (64-64-2),36597,200.0
Medium (64-64-2),36797,200.0
Medium (64-64-2),36997,200.0
Medium (64-64-2),37170,173.0
Medium (64-64-2),37331,161.0
Medium (64-64-2),37517,186.0
Medium (64-64-2),37717,200.0
Medium (64-64-2),37822,105.0
Medium (64-64-2),38018,196.0
Medium (64-64-2),38061,43.0
Medium (64-64-2),38235,174.0
Medium (64-64-2),38376,141.0
Medium (64-64-2),38505,129.0
Medium (64-64-2),38545,40.0
Medium (64-64-2),38620,75.0
Medium (64-64-2),38820,200.0
Medium (64-64-2),39020,200.0
Medium (64-64-2),39220,200.0
Medium (64-64-2),39363,143.0
Medium (64-64-2),39381,18.0
Medium (64-64-2),39570,189.0
Medium (64-64-2),39770,200.0
Medium (64-64-2),39899,129.0
Medium (64-64-2),39981,82.0
Medium (64-64-2),40070,89.0
Medium (64-64-2),40102,32.0
Medium (64-64-2),40121,19.0
Medium (64-64-2),40134,13.0
Medium (64-64-2),40159,25.0
Medium (64-64-2),40183,24.0
Medium (64-64-2),40337,154.0
Medium (64-64-2),40423,86.0
Medium (64-64-2),40556,133.0
Medium (64-64-2),40660,104.0
Medium (64-64-2),40860,200.0
Medium (64-64-2),41060,200.0
Medium (64-64-2),41154,94.0
Medium (64-64-2),41206,52.0
Medium (64-64-2),41235,29.0
Medium (64-64-2),41336,101.0
Medium (64-64-2),41440,104.0
Medium (64-64-2),41640,200.0
Medium (64-64-2),41769,129.0
Medium (64-64-2),41941,172.0
Medium (64-64-2),42106,165.0
Medium (64-64-2),42306,200.0
Medium (64-64-2),42323,17.0
Medium (64-64-2),42398,75.0
Medium (64-64-2),42598,200.0
Medium (64-64-2),42633,35.0
Medium (64-64-2),42833,200.0
Medium (64-64-2),43033,200.0
Medium (64-64-2),43168,135.0
Medium (64-64-2),43353,185.0
Medium (64-64-2),43407,54.0
Medium (64-64-2),43607,200.0
Medium (64-64-2),43807,200.0
Medium (64-64-2),44007,200.0
Medium (64-64-2),44207,200.0
Medium (64-64-2),44365,158.0
Medium (64-64-2),44419,54.0
Medium (64-64-2),44462,43.0
Medium (64-64-2),44662,200.0
Medium (64-64-2),44723,61.0
Medium (64-64-2),44742,19.0
Medium (64-64-2),44942,200.0
Medium (64-64-2),44976,34.0
Medium (64-64-2),45176,200.0
Medium (64-64-2),45376,200.0
Medium (64-64-2),45534,158.0
Medium (64-64-2),45709,175.0
Medium (64-64-2),45909,200.0
Medium (64-64-2),46039,130.0
Medium (64-64-2),46193,154.0
Medium (64-64-2),46378,185.0
Medium (64-64-2),46578,200.0
Medium (64-64-2),46767,189.0
Medium (64-64-2),46967,200.0
Medium (64-64-2),47167,200.0
Medium (64-64-2),47257,90.0
Medium (64-64-2),47326,69.0
Medium (64-64-2),47526,200.0
Medium (64-64-2),47726,200.0
Medium (64-64-2),47926,200.0
Medium (64-64-2),48083,157.0
Medium (64-64-2),48170,87.0
Medium (64-64-2),48345,175.0
Medium (64-64-2),48461,116.0
Medium (64-64-2),48623,162.0
Medium (64-64-2),48823,200.0
Medium (64-64-2),48835,12.0
Medium (64-64-2),48889,54.0
Medium (64-64-2),49089,200.0
Medium (64-64-2),49203,114.0
Medium (64-64-2),49244,41.0
Medium (64-64-2),49444,200.0
Medium (64-64-2),49644,200.0
Medium (64-64-2),49844,200.0
Medium (64-64-2),50044,200.0
Medium (64-64-2),50244,200.0
Medium (64-64-2),50364,120.0
Medium (64-64-2),50564,200.0
Medium (64-64-2),50733,169.0
Medium (64-64-2),50769,36.0
Medium (64-64-2),50796,27.0
Medium (64-64-2),50939,143.0
Medium (64-64-2),50979,40.0
Medium (64-64-2),51179,200.0
Medium (64-64-2),51379,200.0
Medium (64-64-2),51579,200.0
Medium (64-64-2),51779,200.0
Medium (64-64-2),51899,120.0
Medium (64-64-2),51979,80.0
Medium (64-64-2),52179,200.0
Medium (64-64-2),52379,200.0
Medium (64-64-2),52511,132.0
Medium (64-64-2),52711,200.0
Medium (64-64-2),52911,200.0
Medium (64-64-2),53100,189.0
Medium (64-64-2),53275,175.0
Medium (64-64-2),53345,70.0
Medium (64-64-2),53370,25.0
Medium (64-64-2),53527,157.0
Medium (64-64-2),53637,110.0
Medium (64-64-2),53818,181.0
Medium (64-64-2),54018,200.0
Medium (64-64-2),54218,200.0
Medium (64-64-2),54418,200.0
Medium (64-64-2),54579,161.0
Medium (64-64-2),54779,200.0
Medium (64-64-2),54979,200.0
Medium (64-64-2),55076,97.0
Medium (64-64-2),55230,154.0
Medium (64-64-2),55430,200.0
Medium (64-64-2),55630,200.0
Medium (64-64-2),55713,83.0
Medium (64-64-2),55913,200.0
Medium (64-64-2),56104,191.0
Medium (64-64-2),56206,102.0
Medium (64-64-2),56222,16.0
Medium (64-64-2),56422,200.0
Medium (64-64-2),56622,200.0
Medium (64-64-2),56822,200.0
Medium (64-64-2),57022,200.0
Medium (64-64-2),57222,200.0
Medium (64-64-2),57422,200.0
Medium (64-64-2),57622,200.0
Medium (64-64-2),57822,200.0
Medium (64-64-2),58022,200.0
Medium (64-64-2),58206,184.0
Medium (64-64-2),58398,192.0
Medium (64-64-2),58597,199.0
Medium (64-64-2),58745,148.0
Medium (64-64-2),58945,200.0
Medium (64-64-2),59095,150.0
Medium (64-64-2),59284,189.0
Medium (64-64-2),59480,196.0
Medium (64-64-2),59623,143.0
Medium (64-64-2),59635,12.0
Medium (64-64-2),59650,15.0
Medium (64-64-2),59750,100.0
Medium (64-64-2),59941,191.0
Medium (64-64-2),60140,199.0
Medium (64-64-2),60340,200.0
Medium (64-64-2),60540,200.0
Medium (64-64-2),60594,54.0
Medium (64-64-2),60794,200.0
Medium (64-64-2),60994,200.0
Medium (64-64-2),61194,200.0
Medium (64-64-2),61320,126.0
Medium (64-64-2),61364,44.0
Medium (64-64-2),61535,171.0
Medium (64-64-2),61669,134.0
Medium (64-64-2),61695,26.0
Medium (64-64-2),61850,155.0
Medium (64-64-2),62037,187.0
Medium (64-64-2),62073,36.0
Medium (64-64-2),62236,163.0
Medium (64-64-2),62414,178.0
Medium (64-64-2),62613,199.0
Medium (64-64-2),62806,193.0
Medium (64-64-2),63006,200.0
Medium (64-64-2),63206,200.0
Medium (64-64-2),63406,200.0
Medium (64-64-2),63606,200.0
Medium (64-64-2),63624,18.0
Medium (64-64-2),63660,36.0
Medium (64-64-2),63733,73.0
Medium (64-64-2),63933,200.0
Medium (64-64-2),64133,200.0
Medium (64-64-2),64333,200.0
Medium (64-64-2),64533,200.0
Medium (64-64-2),64598,65.0
Medium (64-64-2),64798,200.0
Medium (64-64-2),64998,200.0
Medium (64-64-2),65198,200.0
Medium (64-64-2),65394,196.0
Medium (64-64-2),65425,31.0
Medium (64-64-2),65532,107.0
Medium (64-64-2),65681,149.0
Medium (64-64-2),65691,10.0
Medium (64-64-2),65814,123.0
Medium (64-64-2),65888,74.0
Medium (64-64-2),65902,14.0
Medium (64-64-2),66102,200.0
Medium (64-64-2),66302,200.0
Medium (64-64-2),66502,200.0
Medium (64-64-2),66679,177.0
Medium (64-64-2),66697,18.0
Medium (64-64-2),66897,200.0
Medium (64-64-2),66958,61.0
Medium (64-64-2),67011,53.0
Medium (64-64-2),67039,28.0
Medium (64-64-2),67239,200.0
Medium (64-64-2),67439,200.0
Medium (64-64-2),67624,185.0
Medium (64-64-2),67755,131.0
Medium (64-64-2),67955,200.0
Medium (64-64-2),68155,200.0
Medium (64-64-2),68273,118.0
Medium (64-64-2),68473,200.0
Medium (64-64-2),68590,117.0
Medium (64-64-2),68790,200.0
Medium (64-64-2),68990,200.0
Medium (64-64-2),69190,200.0
Medium (64-64-2),69390,200.0
Medium (64-64-2),69432,42.0
Medium (64-64-2),69518,86.0
Medium (64-64-2),69718,200.0
Medium (64-64-2),69792,74.0
Medium (64-64-2),69934,142.0
Medium (64-64-2),70134,200.0
Medium (64-64-2),70334,200.0
Medium (64-64-2),70534,200.0
Medium (64-64-2),70734,200.0
Medium (64-64-2),70751,17.0
Medium (64-64-2),70951,200.0
Medium (64-64-2),71151,200.0
Medium (64-64-2),71351,200.0
Medium (64-64-2),71416,65.0
Medium (64-64-2),71490,74.0
Medium (64-64-2),71673,183.0
Medium (64-64-2),71730,57.0
Medium (64-64-2),71930,200.0
Medium (64-64-2),72130,200.0
Medium (64-64-2),72330,200.0
Medium (64-64-2),72530,200.0
Medium (64-64-2),72730,200.0
Medium (64-64-2),72766,36.0
Medium (64-64-2),72830,64.0
Medium (64-64-2),73030,200.0
Medium (64-64-2),73230,200.0
Medium (64-64-2),73430,200.0
Medium (64-64-2),73630,200.0
Medium (64-64-2),73830,200.0
Medium (64-64-2),74030,200.0
Medium (64-64-2),74230,200.0
Medium (64-64-2),74427,197.0
Medium (64-64-2),74627,200.0
Medium (64-64-2),74827,200.0
Medium (64-64-2),75027,200.0
Medium (64-64-2),75227,200.0
Medium (64-64-2),75427,200.0
Medium (64-64-2),75627,200.0
Medium (64-64-2),75755,128.0
Medium (64-64-2),75806,51.0
Medium (64-64-2),75944,138.0
Medium (64-64-2),75962,18.0
Medium (64-64-2),75980,18.0
Medium (64-64-2),76180,200.0
Medium (64-64-2),76380,200.0
Medium (64-64-2),76580,200.0
Medium (64-64-2),76708,128.0
Medium (64-64-2),76908,200.0
Medium (64-64-2),77108,200.0
Medium (64-64-2),77308,200.0
Medium (64-64-2),77508,200.0
Medium (64-64-2),77708,200.0
Medium (64-64-2),77741,33.0
Medium (64-64-2),77775,34.0
Medium (64-64-2),77853,78.0
Medium (64-64-2),78053,200.0
Medium (64-64-2),78251,198.0
Medium (64-64-2),78451,200.0
Medium (64-64-2),78651,200.0
Medium (64-64-2),78819,168.0
Medium (64-64-2),79007,188.0
Medium (64-64-2),79026,19.0
Medium (64-64-2),79226,200.0
Medium (64-64-2),79357,131.0
Medium (64-64-2),79557,200.0
Medium (64-64-2),79757,200.0
Medium (64-64-2),79957,200.0
Medium (64-64-2),80157,200.0
Medium (64-64-2),80227,70.0
Medium (64-64-2),80427,200.0
Medium (64-64-2),80625,198.0
Medium (64-64-2),80821,196.0
Medium (64-64-2),81021,200.0
Medium (64-64-2),81221,200.0
Medium (64-64-2),81421,200.0
Medium (64-64-2),81530,109.0
Medium (64-64-2),81730,200.0
Medium (64-64-2),81930,200.0
Medium (64-64-2),82130,200.0
Medium (64-64-2),82330,200.0
Medium (64-64-2),82530,200.0
Medium (64-64-2),82730,200.0
Medium (64-64-2),82930,200.0
Medium (64-64-2),82990,60.0
Medium (64-64-2),83190,200.0
Medium (64-64-2),83390,200.0
Medium (64-64-2),83590,200.0
Medium (64-64-2),83790,200.0
Medium (64-64-2),83912,122.0
Medium (64-64-2),84112,200.0
Medium (64-64-2),84312,200.0
Medium (64-64-2),84512,200.0
Medium (64-64-2),84569,57.0
Medium (64-64-2),84769,200.0
Medium (64-64-2),84969,200.0
Medium (64-64-2),85002,33.0
Medium (64-64-2),85197,195.0
Medium (64-64-2),85397,200.0
Medium (64-64-2),85597,200.0
Medium (64-64-2),85797,200.0
Medium (64-64-2),85997,200.0
Medium (64-64-2),86186,189.0
Medium (64-64-2),86386,200.0
Medium (64-64-2),86586,200.0
Medium (64-64-2),86786,200.0
Medium (64-64-2),86986,200.0
Medium (64-64-2),87186,200.0
Medium (64-64-2),87386,200.0
Medium (64-64-2),87586,200.0
Medium (64-64-2),87786,200.0
Medium (64-64-2),87986,200.0
Medium (64-64-2),88186,200.0
Medium (64-64-2),88386,200.0
Medium (64-64-2),88406,20.0
Medium (64-64-2),88606,200.0
Medium (64-64-2),88806,200.0
Medium (64-64-2),89006,200.0
Medium (64-64-2),89206,200.0
Medium (64-64-2),89406,200.0
Medium (64-64-2),89606,200.0
Medium (64-64-2),89806,200.0
Medium (64-64-2),90006,200.0
Medium (64-64-2),90206,200.0
Medium (64-64-2),90406,200.0
Medium (64-64-2),90485,79.0
Medium (64-64-2),90685,200.0
Medium (64-64-2),90820,135.0
Medium (64-64-2),91020,200.0
Medium (64-64-2),91059,39.0
Medium (64-64-2),91259,200.0
Medium (64-64-2),91275,16.0
Medium (64-64-2),91405,130.0
Medium (64-64-2),91605,200.0
Medium (64-64-2),91805,200.0
Medium (64-64-2),92005,200.0
Medium (64-64-2),92205,200.0
Medium (64-64-2),92405,200.0
Medium (64-64-2),92605,200.0
Medium (64-64-2),92805,200.0
Medium (64-64-2),93005,200.0
Medium (64-64-2),93205,200.0
Medium (64-64-2),93405,200.0
Medium (64-64-2),93605,200.0
Medium (64-64-2),93805,200.0
Medium (64-64-2),94005,200.0
Medium (64-64-2),94205,200.0
Medium (64-64-2),94405,200.0
Medium (64-64-2),94605,200.0
Medium (64-64-2),94805,200.0
Medium (64-64-2),95005,200.0
Medium (64-64-2),95205,200.0
Medium (64-64-2),95405,200.0
Medium (64-64-2),95483,78.0
Medium (64-64-2),95683,200.0
Medium (64-64-2),95883,200.0
Medium (64-64-2),96083,200.0
Medium (64-64-2),96283,200.0
Medium (64-64-2),96483,200.0
Medium (64-64-2),96683,200.0
Medium (64-64-2),96883,200.0
Medium (64-64-2),97083,200.0
Medium (64-64-2),97283,200.0
Medium (64-64-2),97483,200.0
Medium (64-64-2),97520,37.0
Medium (64-64-2),97720,200.0
Medium (64-64-2),97920,200.0
Medium (64-64-2),98120,200.0
Medium (64-64-2),98320,200.0
Medium (64-64-2),98520,200.0
Medium (64-64-2),98720,200.0
Medium (64-64-2),98889,169.0
Medium (64-64-2),99089,200.0
Medium (64-64-2),99289,200.0
Medium (64-64-2),99489,200.0
Medium (64-64-2),99689,200.0
Medium (64-64-2),99889,200.0
Medium (64-64-2),100000,111.0
Medium (64-64-2),28,28.0
Medium (64-64-2),47,19.0
Medium (64-64-2),68,21.0
Medium (64-64-2),85,17.0
Medium (64-64-2),101,16.0
Medium (64-64-2),143,42.0
Medium (64-64-2),158,15.0
Medium (64-64-2),173,15.0
Medium (64-64-2),196,23.0
Medium (64-64-2),206,10.0
Medium (64-64-2),246,40.0
Medium (64-64-2),285,39.0
Medium (64-64-2),300,15.0
Medium (64-64-2),311,11.0
Medium (64-64-2),326,15.0
Medium (64-64-2),341,15.0
Medium (64-64-2),362,21.0
Medium (64-64-2),406,44.0
Medium (64-64-2),422,16.0
Medium (64-64-2),453,31.0
Medium (64-64-2),466,13.0
Medium (64-64-2),507,41.0
Medium (64-64-2),529,22.0
Medium (64-64-2),543,14.0
Medium (64-64-2),567,24.0
Medium (64-64-2),587,20.0
Medium (64-64-2),607,20.0
Medium (64-64-2),620,13.0
Medium (64-64-2),630,10.0
Medium (64-64-2),648,18.0
Medium (64-64-2),663,15.0
Medium (64-64-2),679,16.0
Medium (64-64-2),705,26.0
Medium (64-64-2),725,20.0
Medium (64-64-2),745,20.0
Medium (64-64-2),770,25.0
Medium (64-64-2),797,27.0
Medium (64-64-2),820,23.0
Medium (64-64-2),838,18.0
Medium (64-64-2),863,25.0
Medium (64-64-2),879,16.0
Medium (64-64-2),889,10.0
Medium (64-64-2),903,14.0
Medium (64-64-2),920,17.0
Medium (64-64-2),938,18.0
Medium (64-64-2),956,18.0
Medium (64-64-2),975,19.0
Medium (64-64-2),990,15.0
Medium (64-64-2),1001,11.0
Medium (64-64-2),1013,12.0
Medium (64-64-2),1050,37.0
Medium (64-64-2),1074,24.0
Medium (64-64-2),1095,21.0
Medium (64-64-2),1116,21.0
Medium (64-64-2),1132,16.0
Medium (64-64-2),1150,18.0
Medium (64-64-2),1170,20.0
Medium (64-64-2),1189,19.0
Medium (64-64-2),1201,12.0
Medium (64-64-2),1216,15.0
Medium (64-64-2),1240,24.0
Medium (64-64-2),1252,12.0
Medium (64-64-2),1281,29.0
Medium (64-64-2),1294,13.0
Medium (64-64-2),1323,29.0
Medium (64-64-2),1338,15.0
Medium (64-64-2),1366,28.0
Medium (64-64-2),1392,26.0
Medium (64-64-2),1406,14.0
Medium (64-64-2),1421,15.0
Medium (64-64-2),1440,19.0
Medium (64-64-2),1459,19.0
Medium (64-64-2),1471,12.0
Medium (64-64-2),1506,35.0
Medium (64-64-2),1537,31.0
Medium (64-64-2),1558,21.0
Medium (64-64-2),1573,15.0
Medium (64-64-2),1589,16.0
Medium (64-64-2),1606,17.0
Medium (64-64-2),1632,26.0
Medium (64-64-2),1647,15.0
Medium (64-64-2),1671,24.0
Medium (64-64-2),1684,13.0
Medium (64-64-2),1712,28.0
Medium (64-64-2),1729,17.0
Medium (64-64-2),1754,25.0
Medium (64-64-2),1775,21.0
Medium (64-64-2),1819,44.0
Medium (64-64-2),1840,21.0
Medium (64-64-2),1862,22.0
Medium (64-64-2),1876,14.0
Medium (64-64-2),1894,18.0
Medium (64-64-2),1903,9.0
Medium (64-64-2),1913,10.0
Medium (64-64-2),1933,20.0
Medium (64-64-2),1985,52.0
Medium (64-64-2),1996,11.0
Medium (64-64-2),2011,15.0
Medium (64-64-2),2037,26.0
Medium (64-64-2),2055,18.0
Medium (64-64-2),2092,37.0
Medium (64-64-2),2103,11.0
Medium (64-64-2),2113,10.0
Medium (64-64-2),2124,11.0
Medium (64-64-2),2134,10.0
Medium (64-64-2),2156,22.0
Medium (64-64-2),2167,11.0
Medium (64-64-2),2186,19.0
Medium (64-64-2),2199,13.0
Medium (64-64-2),2221,22.0
Medium (64-64-2),2243,22.0
Medium (64-64-2),2258,15.0
Medium (64-64-2),2290,32.0
Medium (64-64-2),2320,30.0
Medium (64-64-2),2332,12.0
Medium (64-64-2),2366,34.0
Medium (64-64-2),2376,10.0
Medium (64-64-2),2395,19.0
Medium (64-64-2),2405,10.0
Medium (64-64-2),2415,10.0
Medium (64-64-2),2435,20.0
Medium (64-64-2),2444,9.0
Medium (64-64-2),2458,14.0
Medium (64-64-2),2467,9.0
Medium (64-64-2),2498,31.0
Medium (64-64-2),2513,15.0
Medium (64-64-2),2523,10.0
Medium (64-64-2),2544,21.0
Medium (64-64-2),2557,13.0
Medium (64-64-2),2573,16.0
Medium (64-64-2),2597,24.0
Medium (64-64-2),2614,17.0
Medium (64-64-2),2687,73.0
Medium (64-64-2),2698,11.0
Medium (64-64-2),2716,18.0
Medium (64-64-2),2734,18.0
Medium (64-64-2),2748,14.0
Medium (64-64-2),2762,14.0
Medium (64-64-2),2778,16.0
Medium (64-64-2),2790,12.0
Medium (64-64-2),2800,10.0
Medium (64-64-2),2821,21.0
Medium (64-64-2),2870,49.0
Medium (64-64-2),2892,22.0
Medium (64-64-2),2905,13.0
Medium (64-64-2),2919,14.0
Medium (64-64-2),2937,18.0
Medium (64-64-2),2954,17.0
